Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Jones-Downs Pvt. Ltd.,Defense,Brazil,Groq,2022,5155,27,12664,21.5,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
Ryan-Miller Pvt. Ltd.,Transportation,USA,Mixtral,2024,5752,2,15808,28.9,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
Lester-West Pvt. Ltd.,Advertising,South Korea,ChatGPT,2024,4946,22,6837,23.9,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
Stevens-Morales Pvt. Ltd.,Healthcare,Australia,Groq,2024,7340,3,811,31.7,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
Hayes PLC Pvt. Ltd.,Manufacturing,Germany,LLaMA,2023,13881,27,21610,29.7,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
"Cook, Nelson and Bell Pvt. Ltd.",Healthcare,Singapore,ChatGPT,2024,2926,27,11250,26.4,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
Rivera-Morales Pvt. Ltd.,Education,UK,LLaMA,2023,5072,26,6528,27.1,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
West Group Pvt. Ltd.,Technology,India,Mixtral,2024,1759,1,4937,3.9,"Job roles have shifted a lot, which is both good and scary. HR hosted webinars weekly."
Jones-Cook Pvt. Ltd.,Entertainment,France,Mixtral,2023,12346,27,6594,29.6,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
Allison Group Pvt. Ltd.,Manufacturing,UK,ChatGPT,2024,19539,22,15623,11.2,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
Olsen-Griffin Pvt. Ltd.,Education,Brazil,Claude,2024,6969,30,2917,17.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
"Johnson, Shelton and White Pvt. Ltd.",Manufacturing,South Korea,Mixtral,2024,2464,7,14744,19.9,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
Nichols and Sons Pvt. Ltd.,Manufacturing,South Africa,Claude,2022,19280,27,3323,6.4,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
Harris-Pollard Pvt. Ltd.,Manufacturing,Singapore,LLaMA,2023,2423,17,17356,26.0,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Holmes-Mckinney Pvt. Ltd.,Transportation,UAE,ChatGPT,2023,11613,27,8582,4.9,"Productivity increased, but there's anxiety about job security. Some departments feel left behind."
Evans-David Pvt. Ltd.,Manufacturing,Canada,LLaMA,2022,9209,13,24225,16.3,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
"Hall, Chapman and Howell Pvt. Ltd.",Healthcare,Canada,Mixtral,2024,16248,19,7381,20.1,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Delacruz, Ramirez and Lutz Pvt. Ltd.",Education,USA,Claude,2023,19431,27,16758,18.7,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
"Mcclain, Henry and Quinn Pvt. Ltd.",Telecom,UAE,LLaMA,2022,4093,1,23388,4.9,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
Stephens-Brown Pvt. Ltd.,Hospitality,India,LLaMA,2023,4935,26,15757,20.7,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Moses Inc Pvt. Ltd.,Hospitality,Switzerland,Gemini,2022,9017,17,14646,21.9,There's concern that AI will replace some of us soon. Job rotations have increased.
"Santiago, Chaney and Hopkins Pvt. Ltd.",Healthcare,Germany,LLaMA,2024,2930,13,18002,4.3,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
Cooke-Page Pvt. Ltd.,Finance,Brazil,Gemini,2024,15964,29,14111,11.9,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Jenkins-Stephens Pvt. Ltd.,Education,Germany,Mixtral,2022,4007,12,12545,13.5,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
"Stafford, Kennedy and Gibson Pvt. Ltd.",Hospitality,Singapore,Gemini,2024,12276,20,1039,10.2,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
Ward and Sons Pvt. Ltd.,Retail,Japan,Gemini,2023,10670,24,7953,12.3,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
Grimes-Baxter Pvt. Ltd.,Entertainment,Canada,ChatGPT,2024,8854,2,12712,9.5,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
"Collins, Martinez and Hall Pvt. Ltd.",Technology,UAE,ChatGPT,2022,18252,25,13591,20.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
"Christian, Edwards and Mcintosh Pvt. Ltd.",Transportation,Australia,ChatGPT,2024,15700,25,9298,23.5,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Huang-Sutton Pvt. Ltd.,Retail,Brazil,Mixtral,2022,14096,26,12125,34.8,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
Burke PLC Pvt. Ltd.,Legal Services,USA,Groq,2022,17450,11,20766,30.2,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
"Moreno, Vaughan and Oneill Pvt. Ltd.",Manufacturing,Germany,Groq,2024,12883,25,4751,28.3,There's concern that AI will replace some of us soon. My team adapted faster than others.
Larsen Ltd Pvt. Ltd.,Technology,France,Groq,2023,4144,6,5806,13.8,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Ferguson, Strong and White Pvt. Ltd.",Technology,France,ChatGPT,2023,19573,28,6734,32.6,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Alvarez and Sons Pvt. Ltd.,Utilities,Switzerland,Groq,2024,5155,2,17642,16.2,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
"Villarreal, Johnson and Reynolds Pvt. Ltd.",Healthcare,USA,Claude,2023,16360,21,17506,25.1,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
"Smith, Mosley and Wolf Pvt. Ltd.",Advertising,Switzerland,ChatGPT,2022,9546,27,15149,18.9,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
Sanchez-Freeman Pvt. Ltd.,Transportation,Germany,Claude,2022,3578,17,5288,20.3,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Meyer PLC Pvt. Ltd.,Defense,Switzerland,Groq,2022,12291,30,3847,25.6,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
Oliver Group Pvt. Ltd.,Hospitality,Switzerland,Mixtral,2022,3301,1,22953,27.0,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Thompson Ltd Pvt. Ltd.,Finance,Singapore,Groq,2023,15127,2,20723,19.6,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Wade, Delgado and Gonzalez Pvt. Ltd.",Utilities,South Africa,Claude,2022,1008,27,10052,20.5,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
"Gallagher, Brown and Torres Pvt. Ltd.",Telecom,Germany,LLaMA,2023,15408,8,10529,8.2,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Brown, Rivera and Gilbert Pvt. Ltd.",Telecom,South Korea,Claude,2024,18970,11,5820,6.4,"Productivity increased, but there's anxiety about job security. Some departments feel left behind."
"Choi, Hughes and Leon Pvt. Ltd.",Education,France,Gemini,2023,17123,15,8368,15.6,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
Grimes Group Pvt. Ltd.,Healthcare,Canada,Groq,2023,951,5,5825,2.1,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
Dillon Group Pvt. Ltd.,Utilities,Canada,LLaMA,2022,1597,13,1663,32.3,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"King, Obrien and Reed Pvt. Ltd.",Legal Services,Japan,Groq,2022,3247,1,1605,8.8,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
"Moore, Scott and Waters Pvt. Ltd.",Technology,South Africa,ChatGPT,2024,10135,8,8170,21.2,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
Steele and Sons Pvt. Ltd.,Healthcare,UAE,Claude,2024,10283,20,6908,15.5,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
"Martinez, Mitchell and Vance Pvt. Ltd.",Defense,Australia,Gemini,2023,3555,11,6368,2.1,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
Travis PLC Pvt. Ltd.,Retail,South Africa,ChatGPT,2024,18191,22,11269,34.8,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
Smith-Campbell Pvt. Ltd.,Manufacturing,Brazil,ChatGPT,2022,13373,8,19759,17.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
Patrick Inc Pvt. Ltd.,Advertising,Switzerland,LLaMA,2022,7835,4,6833,5.1,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Gregory-Sanders Pvt. Ltd.,Finance,South Korea,Mixtral,2022,11681,22,3516,27.2,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
Ross and Sons Pvt. Ltd.,Finance,Australia,Groq,2022,9812,16,11161,30.4,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
Herring-Gates Pvt. Ltd.,Legal Services,Switzerland,ChatGPT,2024,1544,17,21344,34.4,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
"Lawson, Russo and House Pvt. Ltd.",Technology,Switzerland,Claude,2022,18799,5,7371,8.0,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Williams-Wilson Pvt. Ltd.,Technology,South Korea,ChatGPT,2022,19002,28,18500,27.6,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
"Ferrell, Rose and Brooks Pvt. Ltd.",Transportation,France,Groq,2022,8518,20,9739,15.5,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
Hester Group Pvt. Ltd.,Telecom,India,ChatGPT,2022,1646,24,1448,14.0,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Smith, Gutierrez and Davis Pvt. Ltd.",Education,UK,Mixtral,2023,1406,8,23092,9.9,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
"Hill, Watts and Mays Pvt. Ltd.",Defense,UAE,LLaMA,2024,6781,10,7139,10.3,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Reyes-Dawson Pvt. Ltd.,Finance,South Africa,Mixtral,2023,17112,29,10307,2.3,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
Collier-Davenport Pvt. Ltd.,Technology,Brazil,Claude,2023,8090,25,8903,23.3,There's concern that AI will replace some of us soon. Managers were initially skeptical.
Young-Turner Pvt. Ltd.,Transportation,France,Groq,2022,4210,12,13977,2.8,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Mcmillan LLC Pvt. Ltd.,Advertising,Switzerland,ChatGPT,2022,15533,30,5067,26.9,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
Scott-Clark Pvt. Ltd.,Telecom,Japan,Claude,2024,2996,6,9470,13.1,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
Smith-Foster Pvt. Ltd.,Healthcare,South Africa,LLaMA,2022,3098,8,21450,20.6,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
"Campbell, Hernandez and Lee Pvt. Ltd.",Healthcare,Japan,LLaMA,2022,6988,29,12915,23.8,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
Campos and Sons Pvt. Ltd.,Telecom,Japan,LLaMA,2024,5968,12,10623,15.0,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
Russell-Carlson Pvt. Ltd.,Telecom,France,Mixtral,2022,959,4,11770,29.0,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Clarke Group Pvt. Ltd.,Technology,UK,Groq,2024,14991,14,16206,32.6,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
Mason-Watson Pvt. Ltd.,Advertising,India,Claude,2022,13852,26,18112,19.9,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Curry, Ford and Walker Pvt. Ltd.",Telecom,South Africa,Groq,2023,163,26,4120,7.7,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Gordon LLC Pvt. Ltd.,Defense,India,Mixtral,2024,5544,24,15469,5.3,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Herrera-Scott Pvt. Ltd.,Finance,USA,ChatGPT,2024,6200,29,21140,9.5,There's concern that AI will replace some of us soon. Job rotations have increased.
"Baker, Goodwin and Chen Pvt. Ltd.",Utilities,India,ChatGPT,2024,5570,11,3990,18.5,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Henry, Lewis and Mayo Pvt. Ltd.",Hospitality,Switzerland,Claude,2023,2977,27,16296,8.5,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
Paul LLC Pvt. Ltd.,Finance,Brazil,ChatGPT,2023,6951,28,4329,3.1,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
Johnson-Shepherd Pvt. Ltd.,Hospitality,South Africa,LLaMA,2023,12151,28,910,34.6,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Alexander, Weeks and Lee Pvt. Ltd.",Entertainment,UAE,Groq,2022,2400,20,2291,19.7,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
Wise-Robbins Pvt. Ltd.,Education,South Africa,Groq,2024,6962,25,2818,26.4,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
Fox-Gross Pvt. Ltd.,Transportation,USA,Groq,2023,1533,24,20226,33.6,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Maldonado, Garcia and Thomas Pvt. Ltd.",Advertising,Switzerland,Groq,2022,13556,9,7869,13.4,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
